,Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
25385121,Mauritania,MRT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,80.7984390258789
25388786,Mauritius,MUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,106.202651977539
25392451,Mexico,MEX,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,106.981811523438
25407111,Mongolia,MNG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,94.6558303833008
25414441,Morocco,MAR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,81.3216934204102
25418106,Mozambique,MOZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,63.698360443115206
25425436,Namibia,NAM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,118.985908508301
25429101,Nauru,NRU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,84.33062744140629
25436431,Netherlands,NLD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,108.82630157470699
25443761,New Zealand,NZL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,101.66290283203101
25447426,Nicaragua,NIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,98.0163726806641
25451091,Niger,NER,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,29.796329498291
25462086,Norway,NOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,100.316947937012
25465751,Oman,OMN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,90.7818374633789
25480411,Papua New Guinea,PNG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,77.2591018676758
25484076,Paraguay,PRY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,121.45374298095699
25487741,Peru,PER,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,121.01570129394501
25491406,Philippines,PHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,108.211471557617
25495071,Poland,POL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,98.9531631469727
25498736,Portugal,PRT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,122.55333709716801
25506066,Qatar,QAT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,106.41941070556601
25509731,Romania,ROU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,98.4550018310547
25513396,Russian Federation,RUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,103.70761108398399
25517061,Rwanda,RWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,102.84771728515601
25520726,Samoa,WSM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,98.5100936889648
25528056,Sao Tome and Principe,STP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,129.503967285156
25535386,Senegal,SEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,65.999656677246
25542716,Seychelles,SYC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,101.638656616211
25557376,Slovak Republic,SVK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,101.656288146973
25561041,Slovenia,SVN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,98.931297302246
25572036,South Africa,ZAF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,112.923530578613
25579366,Spain,ESP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,104.354331970215
25583031,Sri Lanka,LKA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,106.95449829101601
25586696,St. Kitts and Nevis,KNA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,97.0525665283203
25590361,St. Lucia,LCA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,128.909408569336
25597691,St. Vincent and the Grenadines,VCT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,120.20896148681601
25608686,Swaziland,SWZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,93.1176071166992
25612351,Sweden,SWE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,110.19183349609399
25616016,Switzerland,CHE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,105.087509155273
25619681,Syrian Arab Republic,SYR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,105.274360656738
25623346,Tajikistan,TJK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,94.2512664794922
25627011,Tanzania,TZA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,65.6750411987305
25630676,Thailand,THA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,93.6816787719727
25638006,Togo,TGO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,113.467140197754
25641671,Tonga,TON,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,113.595581054688
25645336,Trinidad and Tobago,TTO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,100.441772460938
25649001,Tunisia,TUN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,113.35614013671899
25667326,Uganda,UGA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,125.19793701171899
25670991,Ukraine,UKR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,119.00685882568399
25674656,United Arab Emirates,ARE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,96.4281768798828
25678321,United Kingdom,GBR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,100.810386657715
25681986,United States,USA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,103.93862915039101
25685651,Uruguay,URY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,111.83953857421899
25689316,Uzbekistan,UZB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,97.2955703735352
25692981,Vanuatu,VUT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,119.81730651855499
25700311,Vietnam,VNM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,113.926071166992
25714971,Zambia,ZMB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,78.5244522094727
25718636,Zimbabwe,ZWE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1998-01-01,101.08795166015601
25722301,Arab World,ARB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,87.916259765625
25725966,East Asia & Pacific,EAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,105.680419921875
25729631,East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,105.98129272460899
25733296,Euro area,EMU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,105.141372680664
25736961,Europe & Central Asia,ECS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.786911010742
25740626,Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.06063842773399
25744291,European Union,EUU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.11824035644501
25747956,Heavily indebted poor countries (HIPC),HPC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,69.992057800293
25751621,High income,HIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.29196929931601
25755286,Latin America & Caribbean,LCN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,122.129600524902
25758951,Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,122.878227233887
25762616,Least developed countries: UN classification,LDC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,76.206916809082
25766281,Low & middle income,LMY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,97.37576293945308
25769946,Low income,LIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,71.72950744628909
25773611,Lower middle income,LMC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,94.1255035400391
25777276,Middle East & North Africa,MEA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,95.4623870849609
25780941,Middle East & North Africa (excluding high income),MNA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,96.14405059814449
25784606,Middle income,MIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.71321105956999
25788271,North America,NAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.224502563477
25791936,OECD members,OED,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.63314819335899
25795601,South Asia,SAS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,89.96328735351558
25799266,Sub-Saharan Africa,SSF,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,79.13832092285159
25802931,Sub-Saharan Africa (excluding high income),SSA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,79.1361389160156
25806596,Upper middle income,UMC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,108.625457763672
25810261,World,WLD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,97.96082305908199
25813926,Afghanistan,AFG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,27.0407199859619
25817591,Albania,ALB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,106.305458068848
25821256,Algeria,DZA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.378616333008
25839581,Argentina,ARG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,116.052947998047
25843246,Armenia,ARM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,133.036193847656
25846911,Aruba,ABW,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,112.19933319091801
25850576,Australia,AUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.256309509277
25854241,Austria,AUT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.926063537598
25857906,Azerbaijan,AZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,95.4801406860352
25861571,"Bahamas, The",BHS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,96.88800048828129
25865236,Bahrain,BHR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,107.893096923828
25872566,Barbados,BRB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.22662353515601
25876231,Belarus,BLR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,111.295928955078
25879896,Belgium,BEL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.67008972168001
25883561,Belize,BLZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,119.04505157470699
25887226,Benin,BEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,78.40350341796879
25894556,Bhutan,BTN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,74.984748840332
25898221,Bolivia,BOL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,117.91561889648399
25905551,Botswana,BWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,104.133369445801
25909216,Brazil,BRA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,165.64538574218798
25916546,Brunei Darussalam,BRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,112.918876647949
25920211,Bulgaria,BGR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.858436584473
25923876,Burkina Faso,BFA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,44.2832717895508
25927541,Burundi,BDI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,55.152671813964794
25931206,Cabo Verde,CPV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,120.22376251220699
25934871,Cambodia,KHM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.91780090331999
25938536,Cameroon,CMR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,81.0092010498047
25942201,Canada,CAN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,99.7825698852539
25953196,Chad,TCD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,61.1239700317383
25960526,Chile,CHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,108.365577697754
25967856,Colombia,COL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,119.63195037841801
25971521,Comoros,COM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,91.90709686279301
25975186,"Congo, Dem. Rep.",COD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,51.2942390441895
25978851,"Congo, Rep.",COG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,59.3898811340332
25982516,Costa Rica,CRI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,116.22003173828101
25986181,Cote d'Ivoire,CIV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,74.8508377075195
25989846,Croatia,HRV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,93.1205215454102
25993511,Cuba,CUB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.00099945068399
26000841,Cyprus,CYP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,97.4384613037109
26004506,Czech Republic,CZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.16602325439501
26008171,Denmark,DNK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,101.383720397949
26011836,Djibouti,DJI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,31.179540634155302
26015501,Dominica,DMA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,128.359802246094
26019166,Dominican Republic,DOM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,111.11794281005899
26022831,Ecuador,ECU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,110.79815673828101
26026496,"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,93.31128692626949
26030161,El Salvador,SLV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,113.79483032226601
26033826,Equatorial Guinea,GNQ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,110.82356262206999
26037491,Eritrea,ERI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,48.519840240478494
26041156,Estonia,EST,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,101.380599975586
26044821,Ethiopia,ETH,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,49.5392913818359
26052151,Fiji,FJI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.74649047851601
26055816,Finland,FIN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.5234375
26059481,France,FRA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,104.966346740723
26066811,Gabon,GAB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,141.73635864257798
26070476,"Gambia, The",GMB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,90.3609237670898
26074141,Georgia,GEO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,94.14562225341801
26077806,Germany,DEU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,106.726219177246
26081471,Ghana,GHA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,81.3540115356445
26088801,Greece,GRC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,95.4592971801758
26096131,Grenada,GRD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,108.141548156738
26103461,Guatemala,GTM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,99.4495315551758
26107126,Guinea,GIN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,53.6948394775391
26114456,Guyana,GUY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,108.42790222168001
26121786,Honduras,HND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,107.745986938477
26129116,Hungary,HUN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.764991760254
26132781,Iceland,ISL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.30068969726601
26136446,India,IND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,92.8916015625
26140111,Indonesia,IDN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,111.379356384277
26143776,"Iran, Islamic Rep.",IRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.828750610352
26147441,Iraq,IRQ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,97.64724731445308
26151106,Ireland,IRL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.788520812988
26158436,Israel,ISR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,104.76010131835899
26162101,Italy,ITA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.795516967773
26165766,Jamaica,JAM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,95.125732421875
26169431,Japan,JPN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,101.305381774902
26173096,Jordan,JOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,101.31195068359399
26176761,Kazakhstan,KAZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,95.7636032104492
26180426,Kenya,KEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,90.8851165771484
26184091,Kiribati,KIR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,108.47971343994101
26191421,"Korea, Rep.",KOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.04651641845699
26198751,Kuwait,KWT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,104.053657531738
26202416,Kyrgyz Republic,KGZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,96.49099731445308
26206081,Lao PDR,LAO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,108.99609375
26209746,Latvia,LVA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,98.5112686157227
26213411,Lebanon,LBN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,134.144195556641
26217076,Lesotho,LSO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,105.143501281738
26220741,Liberia,LBR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,95.1674270629883
26224406,Libya,LBY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,109.788696289063
26231736,Lithuania,LTU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.489692687988
26235401,Luxembourg,LUX,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,99.7876968383789
26239066,"Macao SAR, China",MAC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.046943664551
26242731,"Macedonia, FYR",MKD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.361778259277
26246396,Madagascar,MDG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,93.6897735595703
26250061,Malawi,MWI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,133.388412475586
26253726,Malaysia,MYS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,95.382469177246
26257391,Maldives,MDV,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,127.588821411133
26261056,Mali,MLI,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,55.694240570068395
26264721,Malta,MLT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,107.305526733398
26268386,Marshall Islands,MHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,89.7943572998047
26272051,Mauritania,MRT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,82.5297012329102
26275716,Mauritius,MUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,105.405746459961
26279381,Mexico,MEX,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,106.508140563965
26286711,Moldova,MDA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,99.7222900390625
26294041,Mongolia,MNG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,96.7416305541992
26301371,Morocco,MAR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,86.74923706054692
26305036,Mozambique,MOZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,68.6507415771484
26308701,Myanmar,MMR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,95.1053619384766
26312366,Namibia,NAM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,114.954696655273
26319696,Nepal,NPL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,116.522880554199
26323361,Netherlands,NLD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,108.729438781738
26330691,New Zealand,NZL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.392532348633
26334356,Nicaragua,NIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.76122283935499
26338021,Niger,NER,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,31.4088706970215
26341686,Nigeria,NGA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,93.8105697631835
26349016,Norway,NOR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,100.82248687744101
26352681,Oman,OMN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,92.37049102783199
26363676,Panama,PAN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,104.660919189453
26371006,Paraguay,PRY,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,119.36363983154301
26374671,Peru,PER,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,121.86074829101601
26378336,Philippines,PHL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,108.988388061523
26382001,Poland,POL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,98.0732421875
26385666,Portugal,PRT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,122.22061157226601
26392996,Qatar,QAT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,107.03579711914101
26396661,Romania,ROU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,96.66021728515629
26400326,Russian Federation,RUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,102.924507141113
26403991,Rwanda,RWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,99.0034866333008
26407656,Samoa,WSM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,96.05194091796879
26414986,Sao Tome and Principe,STP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,103.352470397949
26422316,Senegal,SEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,64.9238204956055
26425981,Serbia,SRB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,109.67150115966801
26429646,Seychelles,SYC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,104.076713562012
26444306,Slovak Republic,SVK,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,101.589286804199
26447971,Slovenia,SVN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,98.1682510375977
26451636,Solomon Islands,SLB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1999-01-01,89.21832275390629
